16.01.2020                                                                                                       Dynamic List Display                                                                                                               1


	Order	Material	Material Description	Reqmt Date	Reqmts qty	Qty wthdrn	      Open	Unit	Backflush	Phant.item	Bulk Matl	Stg.Ind.	SupplyArea	Stge Type	StorageBin	PeggedReqt	Work ctr	Work center descr.
	200220734169	1-1841299-3	NT0014 NUT HEX MACHINE M6 ZP	13.12.2019	        1	        1	        0	PC	X			1	EAT01	914		3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220734169	9-1700814-8	CS- LSA-PLUS HD180 10PAIR DISCONNE	13.12.2019	      168	      168	        0	PC	X			1	EAT01	914		3-1866774-1	910	EATON ASSEMBLY CABINETS
	200220734169	1-1841561-4	WA0008 FLAT M6 ZP 12MM OD 1.2MM THICK	13.12.2019	        2	        2	        0	PC	X			4	EAT01	T10	TFP05A01	3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220734169	5-1700815-5	CS- 1-10 KRONE NUMBERS	13.12.2019	        4	        4	        0	PC	X			1	EAT01	E10	E10-001	3-1866774-1	910	EATON ASSEMBLY CABINETS
	200220734169	6-1700804-9	WASHER M6 SPRING BZ	13.12.2019	        1	        1	        0	PC	X			1	EAT01	E10	E10-001	3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220734169	3-1866537-1	WLDCD-A08	13.12.2019	        1	        1	        0	PC	X			1	EAT01	E10	E10-001	3-1866774-1	910	EATON ASSEMBLY CABINETS
	200220734169	7-1700813-4	BUS BAR PART BUS S/PH 24 WAY	13.12.2019	        1	        1	        0	PC	X			1	EAT01	E10	E10-001	3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220734169	4-1700801-9	MCB NB1-63 C32A/1P CHINT UL &	13.12.2019	        1	        1	        0	PC	X			1	EAT01	914		3-1866774-1	910	EATON ASSEMBLY CABINETS
	200220734169	7-1700813-5	CAP BUS END TO SUIT 340-12410-	13.12.2019	        4	        4	        0	PC	X			1	EAT01	E10	E10-001	3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220734169	6-1700814-5	CS- SPACER 18MM CENTER HOOK FOR DI	13.12.2019	        2	        2	        0	PC	X			1	EAT01	914		3-1866774-1	910	EATON ASSEMBLY CABINETS
	200220734169	3-1866533-1	WLDCD-A03	13.12.2019	        1	        1	        0	PC	X			4	EAT01	E10	E10-001	3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220734169	8-1700815-3	CS- 651-958001-00 KIT- CABLE DUCT GLAND	13.12.2019	        1	        1	        0	PC	X			4	EAT01	E10	E10-001	3-1866774-1	910	EATON ASSEMBLY CABINETS
	200220734169	3-1866534-1	WLDCD-A04	13.12.2019	        1	        1	        0	PC	X			4	EAT01	E10	E10-001	3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220734169	5-1700807-5	LABEL D22545, SECONDARY EARTH	13.12.2019	        1	        1	        0	PC	X			1	EAT01	E10	E10-001	3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220734169	5-1700803-9	SCREW M5X8 PAN POZI BZ	13.12.2019	        1	        1	        0	PC	X			1	EAT01	E10	E10-001	3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220734169	5-1700804-1	*OBS WASHER M5 FLAT 10MM OD STEEL B	13.12.2019	        1	        0	        1	PC	X			1	EAT01	E10	E10-001	3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220734169	6-1700804-6	WASHER M5 SPRING BZ	13.12.2019	        1	        1	        0	PC	X			1	EAT01	E10	E10-001	3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220734169	3-1866271-1	258-02503-10 TAPE 25MM 3THOU.	13.12.2019	    0.830	        0	    0.830	M		X			EAT01			3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220734169	3-1866276-1	614-010311-11 RIVET - POP, AV6	13.12.2019	       10	        0	       10	PC		X			EAT01			3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220734169	9-1700805-7	COVER D3701387, REAR, 1.5U WHI	13.12.2019	        1	        1	        0	PC	X			1	EAT01	914		3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220734169	3-1866273-1	611-10421-06 SCREW M4X6 CTSK P	13.12.2019	        5	        0	        5	PC		X			EAT01			3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220734169	2-1700809-1	PANEL D3701390, FRONT, FINISHE	13.12.2019	        1	        1	        0	PC	X			1	EAT01	914		3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220734169	5-1700803-2	SCREW M4X8 PAN POZI BZ	13.12.2019	        4	        4	        0	PC	X			1	EAT01	E10	E10-001	3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220734169	1-1841561-2	WA0006 FLAT M4 ZP 9MM O D 1MM THICK	13.12.2019	        4	        4	        0	PC	X			4	EAT01	T10	T10-001	3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220734169	3-1866535-1	WLDCD-A05	13.12.2019	        1	        1	        0	PC	X			4	EAT01	E10	E10-001	3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220734169	3-1866536-1	WLDCD-A06	13.12.2019	        1	        1	        0	PC	X			4	EAT01	E10	E10-001	3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220734169	6-1700807-3	LABEL D3702594, MODULE, WRCS-D	13.12.2019	        1	        1	        0	PC	X			1	EAT01	E10	E10-001	3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220734169	6-1700807-6	LABEL D3702880, RATING, WRCS-D	13.12.2019	        1	        1	        0	PC	X			1	EAT01	E10	E10-001	3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220734169	1-1700805-1	CHASSIS D3701386, 1.5U WHISPER	13.12.2019	        1	        1	        0	PC	X			1	EAT01	914		3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220734169	9-1700805-8	COVER D3701388 1.5U WHISPER	13.12.2019	        1	        1	        0	PC	X			1	EAT01	914		3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220734169	2-1700804-6	NUT M6 HEX PRES BZ	13.12.2019	        1	        1	        0	PC	X			1	EAT01	E10	E10-001	3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220734169	3-1867287-1	WLDCD-A44	13.12.2019	        1	        1	        0	PC	X			4	EAT01	E10	E10-001	3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220734169	4-1700815-3	CS- LVD KIT- 1X125A FOR DCD1M (INC	13.12.2019	        1	        1	        0	PC	X			4	EAT01	E10	E10-001	3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220734169	7-1700800-8	INLINE SPLICE 1.5-2.5MM2  BLUE	13.12.2019	        2	        2	        0	PC	X			1	EAT01	E10	E10-001	3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220734169	8-1700800-1	RING M4 1.0-2.6MM2 BLUE	13.12.2019	        6	        6	        0	PC	X			1	EAT01	E10	E10-001	3-1867289-1	910	EATON ASSEMBLY CABINETS
	200220741429	1-1841849-2	IC0391KS ISD2560P 60 SEC ANALOG VOICE CH	13.01.2020	        4	        0	        4	PC	X			4	TFPMEC	T10	T10-001	6-1841171-2	522	TSP QE90 UPGRADES
	200220741429	1-1841195-4	IC0393 27C240 EPROM 256K*16 5V 100NS DIP	13.01.2020	        3	        0	        3	PC	X			4	TFPMEC	P10	PCB01A12	6-1841171-2	522	TSP QE90 UPGRADES
	200220741429	1-1841262-3	LT0088 QE90 INSTALL MANUAL A4 699-149	13.01.2020	        1	        1	        0	PC	X			4	TFPMEC	T10	TFP02A02	6-1841171-2	522	TSP QE90 UPGRADES
	200220741429	1-1841274-0	LT0338 V1.40 POD - QE90 UPGRADE CHKLST	13.01.2020	        1	        0	        1	PC	X			4	TFPMEC	T10	T10-001	6-1841171-2	522	TSP QE90 UPGRADES
	200220741429	1-1841752-9	SP1303 STUDIO MSG *QTY=PURCHASE CST*	13.01.2020	    1,340	    1,340	        0	PC	X			4	TFPMEC	010	OFFICE	6-1841171-2	522	TSP QE90 UPGRADES
	200220742299	8-1700069-7	SOLDER PELLETS SN100C LEADFREE	13.12.2019	    0.800	    0.800	        0	KG	X			4	HEL01	H10	HEL01D02	6-1866010-1	240	ASSEMBLY- HELLA
	200220742299	4-1700088-6	FL  4C 0.75MM2 AVSS CIRC-BLK	13.12.2019	  566.500	  566.500	        0	M	X			4	HEL01	H10	HEL01D01	6-1866010-1	240	ASSEMBLY- HELLA
	200220742299	361076	CARTON 460X267X275 HELLA	13.12.2019	        2	        2	        0	PC	X			4	HEL01	H10	HEL01C04	6-1866010-1	240	ASSEMBLY- HELLA
	200220742303	1-1700092-5	CS- FL  2C 958 744-02	13.12.2019	  272.950	  272.950	        0	M	X			4	HEL01	H10	HEL01C01	7-1866353-1	240	ASSEMBLY- HELLA
	200220742303	160173-2	FF 110 REC 22-20AWG TPBR	13.12.2019	    2,060	        0	    2,060	PC	X			4	HEL01	M10	TERM01B01	7-1866353-1	240	ASSEMBLY- HELLA
	200220742303	626064	2 WAY FASTIN-ON 110 HOUSING REC PA66 NAT	13.12.2019	    1,000	    1,000	        0	PC	X			1	HEL01	914		7-1866353-1	240	ASSEMBLY- HELLA
	200220742303	8-1700069-7	SOLDER PELLETS SN100C LEADFREE	13.12.2019	    0.020	    0.020	        0	KG	X			4	HEL01	H10	HEL01D02	7-1866353-1	240	ASSEMBLY- HELLA
	200220742303	5-1700090-0	CARTON 460X267X180 HELLA	13.12.2019	        2	        2	        0	PC	X			4	HEL01	H10	HEL01C02	7-1866353-1	240	ASSEMBLY- HELLA
	200220742308	361075-7	Rubber Bands	13.12.2019	      525	      525	        0	PC	X			4	HEL01	H10	HEL01A02	7-1866222-1	240	ASSEMBLY- HELLA
	200220742308	8-1700069-7	SOLDER PELLETS SN100C LEADFREE	13.12.2019	    0.100	    0.100	        0	KG	X			4	HEL01	H10	HEL01D02	7-1866222-1	240	ASSEMBLY- HELLA
	200220742308	1-1700092-1	FL  2C 0.50MM2 AVSS OVAL-WHT	13.12.2019	  257.500	  257.500	        0	M	X			4	HEL01	H10	HEL01E01	7-1866222-1	240	ASSEMBLY- HELLA
	200220742308	5-1700092-9	CARTON #01  250X250X200	13.12.2019	        5	        5	        0	PC	X			4	HEL01	H10	HEL01C03	7-1866222-1	240	ASSEMBLY- HELLA
	200220742309	8-1700069-7	SOLDER PELLETS SN100C LEADFREE	13.12.2019	    0.012	    0.012	        0	KG	X			4	HEL01	H10	HEL01D02	7-1866223-1	240	ASSEMBLY- HELLA
	200220742309	1-1700092-1	FL  2C 0.50MM2 AVSS OVAL-WHT	13.12.2019	  154.500	  154.500	        0	M	X			4	HEL01	H10	HEL01E01	7-1866223-1	240	ASSEMBLY- HELLA
	200220742309	5-1700090-0	CARTON 460X267X180 HELLA	13.12.2019	        1	        1	        0	PC	X			4	HEL01	H10	HEL01C02	7-1866223-1	240	ASSEMBLY- HELLA
	200220742311	361076	CARTON 460X267X275 HELLA	13.12.2019	        3	        3	        0	PC	X			4	HEL01	H10	HEL01C04	7-1866016-1	240	ASSEMBLY- HELLA
	200220742311	8-1700069-7	SOLDER PELLETS SN100C LEADFREE	13.12.2019	    0.060	    0.060	        0	KG	X			4	HEL01	H10	HEL01D02	7-1866016-1	240	ASSEMBLY- HELLA
	200220742311	361075-7	Rubber Bands	13.12.2019	      630	      630	        0	PC	X			4	HEL01	H10	HEL01A02	7-1866016-1	240	ASSEMBLY- HELLA
	200220742311	7-1700089-5	FL  2C 0.75MM2 AVSS CIRC-WHT	13.12.2019	  772.500	  772.500	        0	M	X			4	HEL01	H10	HEL01A01	7-1866016-1	240	ASSEMBLY- HELLA
	200220742317	1-1841025-6	CN0023 CLIP CROCODILE BLACK AC26-B	13.01.2020	       12	       12	        0	PC	X			1	TFPMEC	914		1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	1-1841025-9	CN0026 CLIP CROCODILE RED AC26-R	13.01.2020	       12	       12	        0	PC	X			1	TFPMEC	914		1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	1-1841054-4	CN0604 SKT DC ADAPTOR 2.5MM PANEL MOUNT	13.01.2020	       12	       12	        0	PC	X			1	TFPMEC	914		1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	1-1841056-5	DD0011 DD MR751 6A 100V	13.01.2020	        6	        6	        0	PC	X			1	TFPMEC	914		1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	1-1841130-3	FA2421 FA MX LOOP TESTER CASE (P)	13.01.2020	        6	        6	        0	PC	X			1	TFPMEC	914		1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	1-1841130-4	FA2422 FA MX LOOP TESTER COVER (P )	13.01.2020	        6	        6	        0	PC	X			1	TFPMEC	914		1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	1-1841159-0	FU0008 FUSE 1 1/4 X 1/4IN 3A	13.01.2020	       12	       12	        0	PC	X			1	TFPMEC	914		1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	1-1841160-6	FU0028 FUSE HOLDER INLINE 1 1/4' OR 20MM	13.01.2020	       12	       12	        0	PC	X			1	TFPMEC	914		1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	1-1841174-1	HW0207 FOOT SELF ADH GREY DIA13 X 3MM	13.01.2020	       24	       24	        0	PC	X			1	TFPMEC	914		1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	1-1841177-1	HW0247 GROMMET RUBBER 11.0MMID HOLE 16MM	13.01.2020	        6	        6	        0	PC	X			1	TFPMEC	914		1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	1-1841238-5	LB0374 LB CONTINUOUS 76X48 POLYESTER	13.01.2020	       12	       12	        0	PC	X			4	TFPMEC	T10	T10-001	1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	1-1841238-6	LB0375 POLY WHT 28X11X3 CORE25 OD120 MAX	13.01.2020	        6	        6	        0	PC	X			4	TFPMEC	T10	T10-001	1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	1-1841244-4	LB0599 MX LOOP TESTER OPERATNG INSTR	13.01.2020	        6	        6	        0	PC	X			1	TFPMEC	914		1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	1-1867980-1	LM0065 FRC 10W TO DB9 CBL RS485 COMMS BD	13.01.2020	        6	        6	        0	PC	X			1	TFPMEC	914		1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	1-1841250-1	LM0076 ECM PROG DB9/F-DB9/F NULL MODEM	13.01.2020	        6	        6	        0	PC	X			1	TFPMEC	914		1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	1-1841581-1	LM0373 MX LOOP TESTER BATT TO DC SOCKET	13.01.2020	        6	        6	        0	PC	X			1	TFPMEC	914		1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	1-1841274-2	LT0341 LIT MX LOOP TESTER USER MANUAL A5	13.01.2020	        6	        6	        0	PC	X			1	TFPMEC	914		1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	1-1841299-0	NT0007 NUT HEX M3 ZP	13.01.2020	       12	       12	        0	PC	X			4	TFPMEC	T10	TFP05A03	1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	1-1841299-6	NT0024 NUT HEX M2 ZP	13.01.2020	       24	       24	        0	PC	X			1	TFPMEC	914		1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	1-1841402-3	SC0172 PH PHIL M3X6 SPRNG&FLT WSHR MACH	13.01.2020	       24	       24	        0	PC	X			4	TFPMEC	T10	TFP05A02	1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	1-1841402-7	SC0177 PH PHIL M3X12 SPRNG&FLT WSHR MACH	13.01.2020	       36	       36	        0	PC	X			4	TFPMEC	T10	TFP05A02	1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	1-1841603-5	SC0197 PAN POZI M2X8 ZP MACHINE SCREW	13.01.2020	       24	       24	        0	PC	X			1	TFPMEC	914		1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	361338-1	HST100M/1000 C/Tie 100x2.5	13.01.2020	       36	       36	        0	PC	X			4	TFPMEC	T10	TFP05A04	1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	1-1841534-1	SU0255 SU CARRY BAG 250X250X70MM	13.01.2020	        6	        6	        0	PC	X			1	TFPMEC	914		1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	1-1841534-2	SU0256 SU PSU 24VDC 3A, 90-264VAC IN IEC	13.01.2020	        6	        6	        0	PC	X			1	TFPMEC	914		1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	1-1841534-3	SU0257 CABLE IEC - AUS/NZ 3 PIN 1M BLACK	13.01.2020	        6	        6	        0	PC	X			1	TFPMEC	914		1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	1-1841604-9	WA0046 NYLON M2 5.0MMOD 0.8MM THICK	13.01.2020	       24	       24	        0	PC	X			1	TFPMEC	914		1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	1700044-3	APP HD 0.50MM2 V90 TAC- BLACK	13.01.2020	    1.200	    1.200	        0	M	X			4	TFPMEC	T10	T10-001	1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	1700044-2	APP HD 0.50MM2 V90 TAC-RED	13.01.2020	    1.200	    1.200	        0	M	X			4	TFPMEC	T10	TFP04A04	1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	5-1700061-7	TUBE PVC 12MM	13.01.2020	        9	        9	        0	M	X			4	TFPMEC	T10	T10-001	1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	6-1700045-5	APP OD 1.00MM2 V90 TAC-BLACK	13.01.2020	    9.600	    9.600	        0	M	X			1	TFPMEC	T10	T10-001	1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	8-1700060-7	APP HD 1.00MM2 V90 TAC-WHITE	13.01.2020	    9.600	    9.600	        0	M	X			4	TFPMEC	T10	TFP03A04	1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	8-1700060-6	APP HD 1.00MM2 V90 TAC-BLUE	13.01.2020	    9.600	    9.600	        0	M	X			4	TFPMEC	T10	TFP03A04	1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	8-1700060-5	APP HD 1.00MM2 V90 TAC-BROWN	13.01.2020	    9.600	    9.600	        0	M	X			1	TFPMEC	T10	T10-001	1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742317	1-1841703-8	PA1052B PCBA MX LOOP CARD	13.01.2020	        6	        6	        0	PC	X			1	TFPMEC	914		1-1841156-1	570	TSP STANDARD ASSEMBLY
	200220742643	7-1700089-5	FL  2C 0.75MM2 AVSS CIRC-WHT	13.12.2019	  162.225	  162.225	        0	M	X			4	HEL01	H10	HEL01A01	7-1866448-1	240	ASSEMBLY- HELLA
	200220742643	8-1700069-7	SOLDER PELLETS SN100C LEADFREE	13.12.2019	    0.011	    0.011	        0	KG	X			4	HEL01	H10	HEL01D02	7-1866448-1	240	ASSEMBLY- HELLA
	200220742643	5-1700090-0	CARTON 460X267X180 HELLA	13.12.2019	        1	        1	        0	PC	X			4	HEL01	H10	HEL01C02	7-1866448-1	240	ASSEMBLY- HELLA
	200220750851	1-1841211-8	KT0182 IFS2000 ECP/SE9004 3W/Z	20.01.2020	        1	        0	        1	PC		X			TFPMEC			6-1841171-3	571	TSP QE90 ASSEMBLY
	200220750851	1-1841174-0	HW0202 BLOCK HINGE SET 6MM CP	20.01.2020	        3	        3	        0	PC	X			4	TFPMEC	T10	TFP05A01	1-1841778-5	571	TSP QE90 ASSEMBLY
	200220750851	1-1841235-7	LB0328 REV C - POD TYPE 3 HTRN9308 ZONE	20.01.2020	        1	        0	        1	PC	X			4	TFPMEC	T10	T10-001	1-1841205-0	571	TSP QE90 ASSEMBLY
	200220750851	1-1841697-4	PA0758B EMUX9601 16SEC SPEECH MULTIPLXR	20.01.2020	        1	        1	        0	PC	X			1	TFPMEC	914		1-1841207-2	571	TSP QE90 ASSEMBLY
	200220750851	1-1841281-0	ME0200 ME QE90 CARDFRAME	20.01.2020	        1	        1	        0	PC	X			1	TFPMEC	T10	T10-001	1-1841203-9	571	TSP QE90 ASSEMBLY
	200220750851	1-1841235-4	LB0322 LB F3200 MAINS TERM/RATING	20.01.2020	        1	        1	        0	PC	X			4	TFPMEC	T10	TFP05A03	1-1841210-8	571	TSP QE90 ASSEMBLY
	200220750851	1-1841029-1	CN0089 KLIPPON SAK END BRACKET 2061-6	20.01.2020	        2	        2	        0	PC	X			4	TFPMEC	T10	TFP05A04	1-1841204-5	571	TSP QE90 ASSEMBLY
	200220750851	1-1841095-9	FA1915 FA RAC CAB 1U SHELF 310 DEEP CAB	20.01.2020	        1	        1	        0	PC	X			4	TFPMEC	T10	TFP01A02	1-1841283-4	571	TSP QE90 ASSEMBLY
	200220750851	1-1841089-0	FA1819 FA QE90 PIANO HINGE 5 MOD 20U (P)	20.01.2020	        1	        1	        0	PC	X			4	TFPMEC	T10	TFPRAIL	1-1841205-5	571	TSP QE90 ASSEMBLY
	200220750851	1-1841093-0	FA1871 FA 5U BLANK PANEL GREY (P)	20.01.2020	        1	        1	        0	PC	X			4	TFPMEC	T10	TFP02A03	1-1841163-5	571	TSP QE90 ASSEMBLY
	200220750851	1-1841101-5	FA1982 FA QE90 4U MODULE BLANK(P)	20.01.2020	        3	        3	        0	PC	X			4	TFPMEC	T10	TFP01A02	1-1841164-5	571	TSP QE90 ASSEMBLY
	200220750851	1-1841104-5	FA2027 QE90 ECP+2Z KBRD NO NAME 3WIP/Z	20.01.2020	        1	        1	        0	PC	X			4	TFPMEC	T10	TFP01A02	1-1841281-7	571	TSP QE90 ASSEMBLY
	200220750851	1-1841090-7	FA1836 FA QE90 WIP TRAY (P)	20.01.2020	        1	        1	        0	PC	X			4	TFPMEC	T10	TFP01A02	1-1841281-9	571	TSP QE90 ASSEMBLY
	200220750851	1-1841106-6	FA2055 FA FIPE/SE DIN MTG PLATE (N) QE90	20.01.2020	        1	        1	        0	PC	X			4	TFPMEC	T10	TFP01A04	1-1841310-9	571	TSP QE90 ASSEMBLY
	200220750851	1-1841106-7	FA2056 FIB/SPIF/WTRM DIN MTG PLATE QE90	20.01.2020	        1	        1	        0	PC	X			4	TFPMEC	T10	TFP01A04	1-1841327-5	571	TSP QE90 ASSEMBLY
	200220750851	1-1841029-1	CN0089 KLIPPON SAK END BRACKET 2061-6	20.01.2020	        2	        2	        0	PC	X			4	TFPMEC	T10	TFP05A04	1-1841211-8	571	TSP QE90 ASSEMBLY
	200220750851	1-1841778-5	ME0528 RAC CAB 28U310 WINDOW BLACK	20.01.2020	        1	        0	        1	PC		X			TFPMEC			6-1841171-3	571	TSP QE90 ASSEMBLY
	200220750851	1-1841299-3	NT0014 NUT HEX MACHINE M6 ZP	20.01.2020	        8	        8	        0	PC	X			4	TFPMEC	T10	TFP05A03	1-1841778-5	571	TSP QE90 ASSEMBLY
	200220750851	1-1867972-1	LM0047 FRC 26W TWISTED 1.3M STYLE D QE90	20.01.2020	        1	        1	        0	PC	X			4	TFPMEC	T10	TFP01A03	1-1841205-0	571	TSP QE90 ASSEMBLY
	200220750851	1-1841299-9	NT0030 CAGE M6 ZP PANEL RA NGE 0.7-1.6MM	20.01.2020	        4	        4	        0	PC	X			4	TFPMEC	T10	TFP05A03	1-1841203-9	571	TSP QE90 ASSEMBLY
	200220750851	1-1841299-9	NT0030 CAGE M6 ZP PANEL RA NGE 0.7-1.6MM	20.01.2020	        4	        4	        0	PC	X			4	TFPMEC	T10	TFP05A03	1-1841210-8	571	TSP QE90 ASSEMBLY
	200220750851	1-1868013-1	LM0142 FRC 34W STYLE B 1.0M-FINISHED	20.01.2020	        1	        1	        0	PC	X			1	TFPMEC	914		1-1841204-5	571	TSP QE90 ASSEMBLY
	200220750851	1-1841299-9	NT0030 CAGE M6 ZP PANEL RA NGE 0.7-1.6MM	20.01.2020	        4	        4	        0	PC	X			4	TFPMEC	T10	TFP05A03	1-1841283-4	571	TSP QE90 ASSEMBLY
	200220750851	1-1841089-4	FA1823 QE90 SIDE SUPPORT 5 MOD 20U (P)	20.01.2020	        1	        1	        0	PC	X			4	TFPMEC	T10	TFPRAIL	1-1841205-5	571	TSP QE90 ASSEMBLY
	200220750851	1-1841658-8	KT0538 RAC CAB MTG FASTENERS M6 SET OF 4	20.01.2020	        1	        1	        0	PC	X			1	TFPMEC	914		1-1841163-5	571	TSP QE90 ASSEMBLY
	200220750851	1-1841397-6	SC0051 PH POZI M4 X 12 ZP MACHINE SCREW	20.01.2020	       12	       12	        0	PC	X			4	TFPMEC	T10	TFP05A02	1-1841164-5	571	TSP QE90 ASSEMBLY
	200220750851	1-1841267-8	LT0216 ISS A POD - QE90 ZONE NAMING A4	20.01.2020	        1	        0	        1	PC	X			4	TFPMEC	T10	TFP02A02	1-1841281-7	571	TSP QE90 ASSEMBLY
	200220750851	1-1841165-9	HW0006 HARDWARE BODY PLUG 1IN	20.01.2020	        1	        1	        0	PC	X			1	TFPMEC	914		1-1841281-9	571	TSP QE90 ASSEMBLY
	200220750851	1-1841172-5	HW0178 PCB MOUNTING FOOT WEB	20.01.2020	        2	        2	        0	PC	X			4	TFPMEC	T10	TFP04A01	1-1841310-9	571	TSP QE90 ASSEMBLY
	200220750851	1-1841172-5	HW0178 PCB MOUNTING FOOT WEB	20.01.2020	        2	        2	        0	PC	X			4	TFPMEC	T10	TFP04A01	1-1841327-5	571	TSP QE90 ASSEMBLY
	200220750851	1-1841090-4	FA1833 FA QE90 REAR MT GEAR PLATE (N)	20.01.2020	        1	        1	        0	PC	X			4	TFPMEC	T10	T10-001	6-1841171-3	571	TSP QE90 ASSEMBLY
	200220750851	1-1841102-3	FA1992 FA DOMEX LABEL INERTIA	20.01.2020	        1	        1	        0	PC	X			1	TFPMEC	914		1-1841211-8	571	TSP QE90 ASSEMBLY
	200220750851	1-1841359-6	PK0001 POLYBAG ZIPTOP 75X100	20.01.2020	        1	        1	        0	PC	X			4	TFPMEC	T10	T10-001	1-1841778-5	571	TSP QE90 ASSEMBLY
	200220750851	1-1868015-1	LM0145 FRC 26W STYLE D 900MM FINISHED	20.01.2020	        1	        1	        0	PC	X			4	TFPMEC	T10	TFP01A03	1-1841205-0	571	TSP QE90 ASSEMBLY
	200220750851	1-1841400-8	SC0154 CSK POZI M6 X 10MM ZP MACH SCREW	20.01.2020	        4	        4	        0	PC	X			4	TFPMEC	T10	TFP05A02	1-1841203-9	571	TSP QE90 ASSEMBLY
	200220750851	1-1841397-8	SC0053 PH POZI M4X20 ZP MACHINE	20.01.2020	        2	        2	        0	PC	X			4	TFPMEC	T10	TFP05A02	1-1841210-8	571	TSP QE90 ASSEMBLY
	200220750851	1-1841398-2	SC0058 PH POZI M6 X 12 ZP MACHINE SCREW	20.01.2020	        4	        4	        0	PC	X			4	TFPMEC	T10	TFP05A02	1-1841283-4	571	TSP QE90 ASSEMBLY
	200220750851	1-1841299-9	NT0030 CAGE M6 ZP PANEL RA NGE 0.7-1.6MM	20.01.2020	       10	       10	        0	PC	X			4	TFPMEC	T10	TFP05A03	1-1841205-5	571	TSP QE90 ASSEMBLY
	200220750851	1-1841561-2	WA0006 FLAT M4 ZP 9MM O D 1MM THICK	20.01.2020	       12	       12	        0	PC	X			4	TFPMEC	T10	T10-001	1-1841164-5	571	TSP QE90 ASSEMBLY
	200220750851	1-1841286-4	ME0297 QE90 AUTO/MAN/ISOL KEYSWITCH	20.01.2020	        1	        1	        0	PC	X			4	TFPMEC	T10	TFP01A02	1-1841281-7	571	TSP QE90 ASSEMBLY
